pb190,pe021,pl016,rl060,ph050,pb030,rl020,rb240,ph010,pd050,pl040b,pl040a,py080g,pl090,m_k,py020g,pd020,ph060,rl050,pl100,pl145,rb230,ph020,rl010,pl141,pd060,ap,pl060,rb220,hb030,pl051b,pl051a,py130g,py110g,py021g,pe041,py035g,py100g,pd030,rl040,pl111b,ph070,pl111a,pl073,pl150,pl271,pl074,pd070,pl075,py090n,ph030,pl032,pl076,pb205,py050n,py010n,pb200,py090g,sl,py050g,py030g,py010g,pe010,rb090,rb050,pl088,pl089,pl200,rl030,pd080,pl085,ph040,pl086,pl087,pl080,py120n,py140g,objectid,age,py120g
2,,3,,,3030970001,,3030970003,2,2,3,,0,12,2,0,1,2,,,,,2,,,2,3,,,30309700,92,,0,0,0,352,0,0,1,,1,,,0,,,0,2,0,0,3,8,0,1,0,0,1,0,7,0,0,0,2,2,393.09355,0,0,,,1,0,2,0,0,0,0,0,9227,25,0
2,,3,,,3030970003,,3030970001,2,2,3,,0,0,2,0,1,,,,,,2,,,2,3,,,30309700,93,,0,0,0,200,50.49,0,1,,41,,,0,,,0,2,0,0,3,2,0,1,0,1259.55,1,0,7,0,29.79,1683.11,2,1,393.09355,0,0,,,1,0,,0,0,12,0,0,9228,30,0
,,,0,,3030970005,30,,,,,,,,2,,,,0,,,3030970001,,,,,3,,3030970003,30309700,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,2,393.09355,,,,0,,,,,,,,,9229,8,
,,,0,,3030970008,,,,,,,,,2,,,,0,,,3030970001,,,,,3,,3030970003,30309700,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,1,393.09355,,,,,,,,,,,,,9230,1,
5,,3,,,3030990001,,,3,2,3,,0,0,2,0,2,,,,,,2,,,3,3,,,30309900,96,,0,0,0,350,0,0,2,,84,,,0,,,0,2,0,0,3,2,0,2,0,1713,3,0,7,0,48.83,2250.11,2,1,687.89213,0,0,,,3,0,,0,0,12,0,0,9231,63,0
1,,3,,,3031000001,,,4,2,3,,0,0,2,0,2,1,,,,,1,,,2,3,,,30310000,92,,0,0,0,350,0,0,1,,1,1,,0,,,0,2,0,847.85,2,2,0,2,0,0,3,847.85,7,0,0,0,2,1,773.41927,0,0,25,,3,0,2,0,0,12,0,0,9232,59,0
2,,,,2,3031010001,,3031010002,2,1,,3,0,0,2,0,1,2,,10,1,,2,,21,1,3,40,,30310100,,12,0,0,0,600,0,0,1,,,,1,12,2,0,0,1,0,0,3,1,0,1,0,1300.79,1,0,7,0,30.9,1746,2,2,266.65737,0,0,,,1,0,1,0,0,0,0,0,9233,60,0
2,,,,,3031010002,,3031010001,,1,,3,0,0,2,0,1,,,,1,,2,,21,3,3,40,,30310100,,13,0,0,0,600,0,0,1,,,,25,12,1,0,0,1,0,0,3,1,0,1,860.24,6073.78,1,0,7,1680,133.81,7560,2,1,266.65737,0,0,,,1,0,,0,0,0,0,0,9234,63,0
1,,3,,,3031020001,,,4,3,3,,0,0,2,0,1,,,,,3031020002,1,,,2,3,,,30310200,23,,5071.08,0,0,600,0,0,1,,85,,,0,,0,0,2,0,0,1,4,0,2,0,0,3,0,7,0,0,0,2,2,129.61319,0,0,,,3,0,2,12,0,0,0,0,9235,58,0
5,,3,,4,3031020002,,,5,3,3,,0,0,2,0,3,,,,,,1,,,3,3,,,30310200,92,,0,0,0,100,0,8525.7,1,,,,,0,,,0,3,0,0,1,3,0,2,0,0,3,0,7,0,0,0,2,2,129.61319,0,0,,,3,12,1,0,0,0,0,0,9236,94,0
5,,,,,3031030001,,,3,1,,3,0,0,2,0,1,,,,1,,2,,21,3,3,45,,30310300,,34,0,0,0,450,0,0,1,,,,1,12,2,12,0,3,0,415.91,3,1,0,2,0,13200,3,415.91,7,0,389.13,18804.88,2,2,233.29932,0,0,36,,1,0,,0,0,0,0,0,9237,54,0
2,,,,,3031040001,,3031040002,3,2,,3,0,0,2,0,2,2,,,1,,2,,21,2,3,40,,30310400,,51,0,0,0,450,15,0,1,,,,13,12,2,0,0,1,0,0,3,1,0,1,0,9346.6,1,0,7,0,274.18,14278.99,2,2,143.00964,0,0,33,,1,0,2,0,0,0,659.42,0,9238,51,834.71
2,,,,,3031040002,,3031040001,2,2,,3,0,0,2,0,2,2,,,1,,2,,21,2,3,40,,30310400,,74,0,0,0,350,0,5444.76,1,,,,84,12,2,0,0,1,0,0,3,1,0,1,0,16055.14,1,0,7,0,502.21,26984.91,2,1,143.00964,0,0,,,1,0,2,0,0,0,781.02,0,9239,65,967.34
2,,,,,3031050001,,3031050002,2,1,,3,0,0,2,0,1,,,,1,,2,,21,3,3,50,,30310500,,13,0,0,0,450,0,0,1,,,,3,12,1,0,0,3,0,0,3,1,0,1,0,9553.46,1,0,7,0,244.84,13832.52,2,1,984.91058,0,0,,,1,0,,0,0,0,0,0,9240,38,0
2,,,,,3031050002,,3031050001,3,1,,2,0,0,2,0,1,,,,2,,2,,,3,3,30,,30310500,,51,0,0,0,450,0,0,1,,,,96,0,,12,0,3,0,0,3,1,0,1,1322.27,0,1,0,7,1400,0,0,2,2,984.91058,0,0,,,1,0,2,0,0,12,0,0,9241,37,0
,,,,,3031050003,,,,,,,,,2,,,,,,,3031050002,,,,,3,,3031050001,30310500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,2,984.91058,,,,,,,,,,,,,9242,15,
,,,0,,3031050004,35,,,,,,,,2,,,,0,,,3031050002,,,,,3,,3031050001,30310500,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,2,984.91058,,,,0,,,,,,,,,9243,11,
,,,0,,3031050005,,,,,,,,,2,,,,0,,,3031050002,,25,,,3,,3031050001,30310500,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,2,984.91058,,,,0,,,,,,,,,9244,7,
1,,1,,,3031060001,,,,3,,,0,0,2,0,1,2,,,,3031060002,1,,,3,3,,,30310600,,,6567.68,3229.08,0,0,0,0,1,,,,,0,,0,0,3,0,0,2,4,0,2,0,0,3,0,7,0,0,0,2,1,531.02231,0,0,,,1,0,2,12,0,0,0,0,9245,37,0
4,,3,,,3031060002,,,3,1,3,,0,0,2,0,1,,,,,,1,,,3,3,,,30310600,42,,0,418.68,0,340,0,4230.38,1,,,,,0,,,0,2,0,0,3,3,0,2,1445.39,0,3,0,7,1445.39,0,0,2,2,531.02231,0,0,31,,3,12,2,0,0,0,0,0,9246,77,0
2,,,,,3031090001,,3031090003,,1,,3,0,0,2,0,1,,,,1,,2,,21,3,3,40,,30310900,,92,0,0,0,340,38.14,0,1,,,,85,12,2,0,0,1,0,0,3,1,0,1,0,1600,1,0,7,0,22.5,1933.38,2,1,142.65902,0,0,,,1,0,,0,0,0,0,0,9247,45,0
,,,0,,3031090002,25,,,,,,,,2,,,,0,,,3031090003,,,,,3,,3031090001,30310900,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,1,142.65902,,,,0,,,,,,,,,9248,11,
2,,,,,3031090003,,3031090001,1,1,,2,0,0,2,0,1,,,,1,3031090005,2,,,3,3,40,,30310900,,52,0,0,0,450,0,0,1,,,,47,0,,0,0,1,12,0,3,1,0,1,5700,0,1,0,7,6000,0,0,2,2,142.65902,0,0,20,,1,0,,0,0,0,0,0,9249,43,0
,,,0,,3031090004,25,,,,,,,,2,,,,0,,,3031090003,,,,,3,,3031090001,30310900,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,1,142.65902,,,,0,,,,,,,,,9250,8,
4,,3,,2,3031090005,,,4,1,2,,0,0,2,0,1,,,,,,1,,,3,3,,,30310900,92,,0,418.68,0,100,0,5613.42,1,,,,,0,,,0,1,0,0,2,3,0,2,0,0,3,0,7,0,0,0,2,2,142.65902,0,0,,,3,12,1,0,0,0,0,0,9251,78,0
5,,3,,,3031150002,,,3,2,3,,0,0,2,0,1,2,,,,,1,,,2,3,,,30311500,91,,0,0,0,450,0,4329.15,1,,77,,,0,,24,0,2,0,0,3,3,0,2,247.11,0,3,0,7,247.11,0,0,2,2,297.57689,0,0,37,,3,1,2,11,0,0,0,0,9252,64,0
1,,3,,2,3031160001,,,4,2,3,,0,0,2,0,2,1,,,,,1,,,2,3,,,30311600,92,,2788.92,0,0,350,0,0,1,,1,2,,0,,0,0,2,0,0,2,4,0,2,0,0,3,0,7,0,0,0,2,1,823.06302,0,0,22,,1,0,1,12,0,0,0,0,9253,53,0
3,,,,,3031170001,,,2,1,,3,0,0,2,0,1,2,,,1,,2,,21,1,3,40,,30311700,,11,0,0,0,344,1086.15,0,1,,,,96,12,1,0,0,1,0,0,3,1,0,2,5121.04,21676.68,3,0,7,5265,640.83,35898.34,2,1,1329.20593,0,0,,,1,0,2,0,0,0,0,0,9254,30,0
1,,,,,3031200001,,,3,3,,3,0,0,2,0,1,2,,,1,,1,,21,3,3,40,,30312000,,12,0,0,0,600,0,0,3,,,,45,12,2,0,0,3,0,0,,1,0,2,0,7689.68,3,0,7,0,179.48,10200,2,1,439.72049,0,0,15,,1,0,,0,0,0,0,0,9255,42,0
1,,,,,3031200002,,,,1,,3,0,0,2,0,1,,,,1,,1,,21,1,3,40,,30312000,,44,0,0,0,600,0,0,1,,,,88,12,2,0,0,1,0,0,,1,0,2,2859.72,18501.35,3,0,7,3500,541.28,30580.69,2,2,439.72049,0,0,20,,1,0,,0,0,0,0,0,9256,40,0
4,,3,,,3031210001,,,3,1,3,,0,0,2,0,1,,,,,,2,,,3,3,,,30312100,72,,0,418.68,0,450,0,7735.8,1,,,,,0,,,0,3,0,0,3,3,0,2,0,0,3,0,7,0,0,0,2,1,373.00649,0,0,44,,3,12,,0,0,0,0,0,9257,79,0
5,,3,,,3031220001,,3031220002,3,3,3,,0,0,2,0,1,,,,,,1,,,3,3,,,30312200,11,,0,0,0,600,0,8202.84,1,,84,,,0,,0,0,3,0,0,2,3,0,1,0,0,2,0,7,0,0,0,2,2,75.64666,0,0,30,,1,12,2,0,0,0,0,0,9258,66,0
5,,3,,,3031220002,,3031220001,,3,3,,0,0,2,0,1,2,,,,,1,,,3,3,,,30312200,73,,0,0,0,600,0,15676.62,1,,42,,,0,,0,0,3,0,0,1,3,0,1,0,1700,2,0,7,0,37.38,2111.8,2,1,75.64666,0,0,30,,1,12,2,0,0,0,0,0,9259,67,0
4,,,,,3031250002,,,3,2,,3,0,0,2,0,1,,,,1,,2,,21,2,3,40,,30312500,,26,5294.28,418.68,0,600,0,0,1,,,,1,12,2,0,0,2,0,0,3,1,0,2,0,14400,3,0,7,0,238.26,18879.76,2,2,85.70254,0,0,42,,1,0,,0,0,0,0,0,9260,61,0
1,,,,,3031250003,,,2,3,,3,0,0,2,0,1,2,,,1,3031250002,2,,21,3,3,40,,30312500,,23,0,0,0,600,0,0,1,,,,91,12,2,0,0,2,0,0,3,1,0,2,0,0,3,0,7,0,0,0,2,2,85.70254,0,0,14,,1,0,2,0,0,0,0,0,9261,37,0
,,,0,,3031250004,,,,,,,,,2,,,,0,,,3031250003,,,,,3,,,30312500,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,2,85.70254,,,,,,,,,,,,,9262,1,
5,,3,,,3031260001,,,2,1,3,,0,0,2,0,1,2,,,,3031260002,2,,,2,3,,,30312600,83,,0,0,0,600,0,7528.13,1,,49,,,0,,0,0,1,0,0,3,3,0,2,0,0,3,0,7,0,0,0,2,1,249.65301,0,0,30,,1,12,2,0,0,0,0,0,9263,56,0
4,,3,,,3031260002,,,,1,3,,0,0,2,0,1,,,,,,1,,,3,3,,,30312600,51,,0,418.68,0,100,0,4665.6,1,,,,,0,,,0,1,0,0,3,3,0,2,0,0,3,0,7,0,0,0,2,2,249.65301,0,0,,,3,12,2,0,0,0,0,0,9264,87,0
2,,,,,3031270001,,3031270002,3,3,,3,0,0,2,0,1,2,,,1,,2,,21,3,3,40,,30312700,,91,0,0,0,340,0,0,1,,,,85,11,2,7,0,1,0,0,3,1,0,1,0,8783.02,1,0,7,0,225.31,12729.11,2,2,319.7514,0,0,,,1,0,2,0,0,1,0,0,9265,63,0
2,,3,,,3031270002,,3031270001,5,3,2,,0,0,2,0,1,2,,,,,1,,,3,3,,,30312700,71,,0,0,0,450,0,0,1,,41,,,0,,7,0,1,10,0,2,2,0,1,3387.85,0,1,0,7,3566.16,0,0,2,1,319.7514,0,0,,,1,0,2,0,0,2,0,0,9266,63,0
2,,,,,3031280001,,3031280003,2,1,,3,0,0,2,0,1,2,,,1,,2,,21,1,3,40,,30312800,,52,0,0,0,450,440.51,0,1,,,,65,12,1,0,0,1,0,0,3,1,0,1,0,14400,1,0,7,0,318.64,19273.92,2,2,406.43851,0,0,11,,1,0,2,0,0,0,142.39,0,9267,34,169.9
,,,15,,3031280002,,,,,,,,,2,,,,0,,,3031280001,,30,,,3,,3031280003,30312800,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,1,406.43851,,,,0,,,,,,,,,9268,6,
2,,,,,3031280003,,3031280001,2,1,,3,0,0,2,0,1,,,,1,,2,,21,3,3,40,,30312800,,83,0,0,0,200,896.78,0,1,,,,84,12,2,0,0,3,0,0,3,1,0,1,0,18446.9,1,0,7,0,529.1,30170.07,2,1,406.43851,0,0,18,,1,0,,0,0,0,957.51,0,9269,36,1198.18
,,,,,3031280004,,,,,,,,,2,,,,,,,3031280001,,,,,3,,3031280003,30312800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,2,406.43851,,,,,,,,,,,,,9270,13,
,,,0,,3031280005,40,,,,,,,,2,,,,0,,,3031280001,,,,,3,,3031280003,30312800,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,2,406.43851,,,,0,,,,,,,,,9271,10,
5,,,,,3031300002,,,1,2,,3,0,0,2,0,1,2,,,1,,2,,21,2,3,40,,30313000,,51,0,0,0,450,633.32,0,1,,,,85,12,2,0,0,1,0,0,3,1,0,2,0,13051.19,3,0,7,0,373.66,20714.59,2,2,275.02346,0,0,,,1,0,2,0,0,0,96.47,0,9272,53,96.47
2,,,,,3031310001,,3031310003,3,1,,3,0,0,2,0,1,,,,1,,2,,21,2,6,40,,30313100,,92,0,0,0,200,459.22,0,1,,,,33,12,2,0,0,1,0,0,3,1,0,1,0,10440,1,0,7,0,270.94,15425.38,2,2,386.28143,0,0,28,,1,0,,0,0,0,0,0,9273,49,0
1,,,,,3031310002,,,,1,,3,0,0,2,0,1,2,,,1,3031310001,2,,21,1,6,40,3031310003,30313100,,34,0,0,0,600,0,0,1,,,,85,12,2,0,0,1,0,0,3,1,0,2,0,10154.73,3,0,7,0,216.99,14964.17,2,2,386.28143,0,0,1,,1,0,2,0,0,0,0,0,9274,24,0
2,,,,,3031310003,,3031310001,,1,,3,0,0,2,0,1,,,,1,,2,,21,2,6,40,,30313100,,72,0,0,0,350,421.07,0,1,,,,1,12,2,0,0,1,0,0,3,1,0,1,0,9727.37,1,0,7,0,248.43,14035.53,2,1,386.28143,0,0,38,,1,0,,0,0,0,0,0,9275,57,0
2,,,,,3031320001,,3031320002,2,1,,3,0,0,2,0,1,2,,,1,,2,,21,3,6,34,,30313200,,23,0,0,0,600,581.89,0,1,,,,42,12,2,6,0,1,0,0,3,1,0,1,0,12000,1,0,7,0,420.9,19661.5,2,2,1144.58899,0,0,7,,1,0,2,0,0,0,1158.31,0,9276,34,1466.23
2,,,,,3031320002,,3031320001,,1,,1,0,0,2,15,1,2,,,1,,2,,,3,6,50,,30313200,,13,0,0,0,600,434.11,0,1,,,,31,0,,,0,1,12,0,3,1,0,1,6128.66,0,1,0,7,7460,0,0,2,1,1144.58899,0,0,,,1,0,2,0,0,0,39.3,0,9277,36,49.75
,,,0,,3031320003,25,,,,,,,,2,,,,0,,,3031320001,,,,,6,,3031320002,30313200,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,1,1144.58899,,,,0,,,,,,,,,9278,10,
,,,0,,3031320004,,,,,,,,,2,,,,0,,,3031320001,,40,,,6,,3031320002,30313200,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,1,1144.58899,,,,0,,,,,,,,,9279,6,
3,,,,2,3031330001,,,3,1,,3,0,0,2,0,1,,,,2,,1,,21,3,6,20,,30313300,,92,0,0,0,340,26.13,0,1,,,,,0,2,0,12,3,0,3148.4,2,1,0,2,781.28,4560,3,3148.4,7,781.28,24.38,4729.87,2,2,535.49448,0,0,23,,1,0,1,0,0,0,0,0,9280,58,0
1,,3,,,3031330002,,,2,1,3,,0,0,2,0,1,,,,,3031330001,2,,,1,6,,,30313300,61,,0,0,0,354,336.42,0,1,,1,,,0,,,0,1,0,1187.5,3,2,0,2,0,7583.01,3,1187.5,7,0,198.49,11214,2,1,535.49448,0,0,6,,1,0,,0,0,12,1488.74,0,9281,33,1765.13
5,,3,,,3031360002,,,3,2,3,,0,0,2,0,2,,,,,,1,,,2,6,,,30313600,92,,0,0,0,340,0,0,1,,1,,,0,,,0,2,0,0,3,2,0,2,0,0,3,0,7,0,0,0,2,2,278.84799,0,0,13,,1,0,2,0,0,12,0,0,9282,61,0
2,,,,,3031370001,,3031370002,3,1,,2,0,0,2,0,1,,,,1,,2,,,2,6,40,,30313700,,61,0,0,0,450,0,0,1,,,,1,0,,0,0,1,12,0,3,1,0,1,0,0,1,0,7,0,0,0,2,1,389.90933,0,0,30,,1,0,,0,0,0,0,0,9283,57,0
2,,,,,3031370002,,3031370001,3,1,,2,0,0,2,0,1,,,,2,,1,,,2,6,30,,30313700,,61,0,0,0,450,0,0,1,,,,1,0,,0,0,1,0,0,3,1,12,1,0,0,1,0,7,0,0,0,2,2,389.90933,0,0,20,,1,0,2,0,0,0,0,0,9284,52,0
2,,,,,3031390001,,3031390005,2,1,,3,0,0,2,0,1,,,,1,3031390003,1,,21,1,6,40,,30313900,,21,0,0,0,700,1680,0,1,,,,49,12,2,0,0,3,0,0,3,1,0,1,0,21107.54,1,0,7,0,617.53,34888.52,2,2,153.18099,0,0,17,,1,0,,0,0,0,0,0,9285,38,0
,,,10,,3031390002,25,,,,,,,,2,,,,0,,,3031390001,,,,,6,,3031390005,30313900,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,2,153.18099,,,,0,,,,,,,,,9286,10,
5,,,,,3031390003,,,,2,,3,0,0,2,0,1,2,,20,2,,1,,21,2,6,8,,30313900,,34,5576.52,0,0,600,0,0,1,,,,2,0,2,40,12,1,0,0,2,1,0,2,0,2879.68,3,0,7,0,89.07,3577.23,2,2,153.18099,0,0,10,,1,0,2,0,0,0,0,0,9287,63,0
,,,10,,3031390004,22,,,,,,,,2,,,,0,,,3031390001,,,,,6,,3031390005,30313900,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,2,153.18099,,,,12,,,,,,,,,9288,7,
2,,,,8,3031390005,,3031390001,,1,,3,0,0,2,16,1,,,,1,,2,,21,3,6,40,,30313900,,12,0,0,0,700,1300,0,1,,,,93,12,1,21,0,3,0,0,3,1,0,1,0,19180.31,1,0,7,0,580.56,31815.66,2,1,153.18099,0,0,20,,3,0,1,0,0,0,0,0,9289,43,0
5,,3,,,3031400001,,,3,3,3,,0,0,2,0,3,,,,,,1,,,3,6,,,30314000,92,,0,0,0,450,0,5392.08,1,,1,,,0,,0,0,1,0,0,2,3,0,2,0,0,3,0,7,0,0,0,2,1,396.86798,0,0,34,,3,12,2,0,0,0,0,0,9290,73,0
5,,,,,3031410001,,,1,1,,2,0,0,2,0,1,,,,2,,2,,,1,6,20,,30314100,,23,0,0,0,700,174.84,0,1,,,,85,0,,,0,1,0,0,3,1,12,2,4840.06,0,3,0,7,6475,0,0,2,2,522.82812,0,0,8,,1,0,,0,0,0,0,0,9291,42,0
,,,0,,3031410002,35,,,,,,,,2,,,,0,,,3031410001,,,,,6,,,30314100,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,1,522.82812,,,,0,,,,,,,,,9292,12,
,,,,,3031410003,,,,,,,,,2,,,,,,,3031410001,,,,,6,,,30314100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,1,522.82812,,,,,,,,,,,,,9293,15,
5,,3,,,3031430001,,,,2,2,,0,0,2,0,1,,,,,,1,,,2,6,,,30314300,61,,0,0,0,100,0,6705.12,1,,,,,0,,,0,1,0,0,3,3,0,2,0,0,3,0,7,0,0,0,2,2,107.83178,0,0,,,1,12,2,0,0,0,0,0,9294,81,0
2,,,,,3031430002,,3031430003,,2,,3,0,0,2,0,2,,,,1,,2,,21,2,6,40,,30314300,,61,0,0,0,340,0,0,1,,,,,12,2,0,0,1,0,0,3,1,0,1,0,8400,1,0,7,0,148.6,10123.08,2,1,107.83178,0,0,29,,1,0,,0,0,0,1021.41,0,9295,63,1272.61
2,,,,,3031430003,,3031430002,2,2,,3,0,0,2,0,2,,,,1,3031430001,2,,21,2,6,40,,30314300,,75,0,0,0,450,426.13,0,1,,,,79,12,2,0,0,1,0,0,3,1,0,1,0,9747.03,1,0,7,0,205.96,14204.07,2,2,107.83178,0,0,,,1,0,,0,0,0,0,0,9296,56,0
2,,,,,3031450001,,3031450002,3,3,,3,0,0,2,0,1,,,,1,,1,,21,3,6,40,,30314500,,12,0,0,0,600,0,0,1,,,,84,12,1,0,0,1,0,0,3,1,0,1,0,9000,1,0,7,0,350.04,15237.73,2,1,204.27811,0,0,3,,1,0,2,0,0,0,0,0,9297,40,0
2,,,,,3031450002,,3031450001,3,1,,3,0,0,2,0,1,2,,,1,,2,,21,3,6,40,,30314500,,23,0,0,0,600,0,0,1,,,,45,12,2,0,0,1,0,0,3,1,0,1,0,12142.5,1,0,7,0,408,18801.86,2,2,204.27811,0,0,2,,1,0,,0,0,0,0,0,9298,36,0
,,,0,,3031450003,30,,,,,,,,2,,,,0,,,3031450002,,,,,6,,3031450001,30314500,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,2,204.27811,,,,0,,,,,,,,,9299,10,
,,,0,,3031450004,,,,,,,,,2,,,,0,,,3031450002,,40,,,6,,3031450001,30314500,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7,,,,,1,204.27811,,,,0,,,,,,,,,9300,2,
1,,,,,3031460001,,,3,2,,3,0,0,2,0,1,2,,,1,,1,,21,2,6,40,,30314600,,96,0,0,0,340,0,0,1,,,,47,12,2,0,0,1,0,0,3,1,0,2,0,7728.78,3,0,7,0,150.62,10387.64,2,1,686.88071,0,0,28,,2,0,2,0,0,0,78.31,0,9301,56,80
2,,3,,2,3031470001,,3031470002,,1,3,,0,0,2,0,1,,,,,,1,,,3,6,,,30314700,71,,0,0,0,350,0,5126.04,1,,41,,,0,,0,0,1,0,0,2,3,0,1,0,0,1,0,7,0,0,0,2,1,137.01066,0,0,,,1,12,1,0,0,0,0,0,9302,69,0
2,,3,,,3031470002,,3031470001,5,1,2,,0,0,2,0,1,,,,,,1,,,3,6,,,30314700,61,,0,0,0,340,0,2973.73,1,,1,,,0,,0,0,1,0,0,1,3,0,1,361.92,0,1,0,7,361.92,0,0,2,2,137.01066,0,0,,,1,12,2,0,0,0,0,0,9303,69,0
5,,3,,,3031480001,,3031480002,3,1,3,,0,0,2,0,1,1,,,,,1,,,2,6,,,30314800,91,,2399.76,0,0,450,54.23,0,1,,81,1,,12,,0,0,2,0,788.58,2,4,0,1,0,2970,2,788.58,7,0,32,3349.7,2,2,333.89951,0,0,20,,2,0,2,0,0,0,287.72,0,9304,58,352.68
5,,,,,3031480002,,3031480001,,1,,3,0,0,2,0,1,1,,,1,,2,,21,3,6,40,,30314800,,93,0,0,0,350,342.86,0,1,,,1,31,12,2,0,0,3,0,0,3,1,0,1,0,9600,2,0,7,0,202.29,12804.71,2,1,333.89951,0,0,,,3,0,,0,0,0,920.65,0,9305,52,1112.54
1,,3,,,3031510001,,,,2,3,,0,0,2,0,2,,,,,,1,,,3,6,,,30315100,61,,0,2122.92,0,100,0,6413.64,1,,1,,,0,,0,0,1,0,0,3,3,0,2,0,0,3,0,7,0,0,0,2,2,155.63085,0,0,43,,1,0,,12,0,0,0,0,9306,64,0
1,,3,,,3031510002,,,3,2,3,,0,0,2,0,2,2,,,,,1,,,3,6,,,30315100,61,,0,0,0,340,0,5180.28,1,,1,,,0,,0,0,1,0,0,2,3,0,2,1971,0,3,0,7,1971,0,0,2,2,155.63085,0,0,23,,1,12,2,0,0,0,0,0,9307,69,0
4,,3,,,3031540001,,,2,3,3,,0,0,2,0,3,,,,,,1,,,3,6,,,30315400,75,,0,3156.36,0,600,0,1024.5,1,,,,,0,,,0,1,0,0,2,3,0,2,0,0,3,0,7,0,0,0,2,2,304.16025,0,0,30,,3,12,2,0,0,0,0,0,9308,84,0
4,,3,,,3031550001,,,3,1,3,,0,0,2,0,3,,,,,,1,,,3,6,,,30315500,33,,0,418.68,0,340,0,6130.92,3,,,,,0,,,0,1,0,0,2,3,0,2,0,0,3,0,7,0,0,0,2,2,291.31159,0,0,40,,3,12,2,0,0,0,0,0,9309,80,0
2,,,,,3031560001,,3031560002,2,1,,3,0,0,2,0,1,,,,1,,1,,21,1,6,40,,30315600,,11,0,0,0,700,0,0,1,,,,10,12,2,0,0,1,0,0,3,1,0,1,0,18543.66,1,0,7,0,378.12,29444.52,2,2,127.11835,0,0,40,,1,0,2,0,0,0,268.97,0,9310,63,322.16
2,,3,,,3031560002,,3031560001,3,1,3,,0,0,2,0,1,,,,,,1,,,1,6,,,30315600,83,,0,0,0,340,0,4791.4,1,,49,,,0,,6,0,1,0,0,3,3,0,1,0,6168.76,1,0,7,0,153.33,8616.19,2,1,127.11835,0,0,29,,1,12,2,0,0,0,1783.11,0,9311,66,2092.42
2,,,,,3031570001,,3031570003,3,1,,3,0,0,2,0,1,,,,1,,2,,21,3,6,40,,30315700,,81,6174.69,0,0,340,409.37,0,1,,,,46,12,2,0,0,1,0,0,3,1,0,1,0,9430.07,1,0,7,0,241.53,13645.68,2,2,256.08126,0,0,,,1,0,,0,0,0,616.48,0,9312,45,737.45
5,,3,,,3031570002,,,,3,3,,0,0,2,0,3,,,,,,1,,,3,6,,,30315700,52,,0,0,0,340,0,4630.73,1,,47,,,0,,0,0,1,0,0,3,3,0,2,0,0,3,0,7,0,0,0,2,2,256.08126,0,0,,,3,12,2,0,0,0,0,0,9313,65,0
2,,3,,,3031570003,,3031570001,,2,2,,0,0,2,0,2,,,,,3031570002,2,,,2,6,,,30315700,71,,0,0,0,350,0,0,1,,43,,,0,,,0,1,0,0,3,2,0,1,1963.8,0,1,0,7,2000,0,0,2,1,256.08126,0,0,,,1,0,,0,0,12,0,0,9314,44,0
4,,3,,,3031580001,,,,1,3,,0,0,2,0,1,,,,,,1,,,3,6,,,30315800,44,,0,418.68,0,450,0,4335.48,1,,,,,0,,,0,3,0,0,2,3,0,2,0,0,3,0,7,0,0,0,2,2,207.50966,0,0,,,3,12,2,0,0,0,0,0,9315,89,0
1,,3,,,3031580003,,,2,1,3,,0,0,2,0,1,,,,,3031580001,2,,,3,6,,,30315800,74,,418.68,0,0,450,0,0,1,,23,,,0,,,0,3,0,0,3,2,0,2,0,0,3,0,7,0,0,0,2,1,207.50966,0,0,,,1,0,2,0,0,12,0,0,9316,62,0
4,,,,,3031590001,,,4,2,,3,0,0,2,0,2,2,,,1,,1,,21,2,6,40,,30315900,,52,0,150,0,340,30,0,2,,,,8,12,2,0,0,2,0,0,2,1,0,2,0,8234.94,3,0,7,0,201.59,11389.3,2,2,636.26897,0,0,10,,1,0,2,0,0,0,304.12,0,9317,50,359.53
